id,tripdistance,Pred_ETA
07GUFWBR,31631,173.0
07IEVENH,9312,244.99999999999991
07IF6KHK,18408,118.00000000000003
07IZ0Z85,12721,2.0000000000000004
07JKKTSS,10629,241.99999999999994
07PFFIAF,7831,179.0
07QA4M95,12014,172.00000000000006
07SBP22Y,2593,333.0000000000001
07WW0QID,20938,163.99999999999994
07X3SYX5,13080,210.00000000000003
07X53A6Z,9649,244.99999999999991
07YOWWRB,19980,298.99999999999994
080DI3AT,6004,175.99999999999994
0828VVUO,4235,148.99999999999997
085E71EE,8464,179.0
086T5YRJ,7670,179.0
089Z50UC,37670,367.0000000000001
08B39OO5,27811,311.00000000000006
08B6V8Y8,19366,274.9999999999999
08C0Q6P3,28348,2.0000000000000004
08C8SRIK,2495,333.0000000000001
08FZZWFQ,18372,118.00000000000003
08GUYACU,17748,258.99999999999994
08HS01EQ,7590,179.0
08J9YEI3,16179,87.99999999999999
08JITE5A,8639,179.0
08LIIZLO,41865,2.0000000000000004
08LP3Q2I,28092,173.0
08MUM1CR,1908,87.99999999999999
08MVPYPO,22267,166.00000000000006
08O9UWNZ,36730,216.00000000000003
08OABO3R,4597,134.00000000000003
08QGBHGA,7361,230.99999999999997
08QYBGXI,14328,176.99999999999997
08R6ZVON,15234,287.00000000000006
08TZE8NA,16027,287.00000000000006
08VMBN9C,12454,287.00000000000006
08XXGGRT,25360,335.0
08ZI74OK,17294,453.99999999999994
08ZSZEN4,29212,173.0
091XPF0K,27467,445.00000000000006
091XQTBJ,17255,453.99999999999994
091YNWIU,15711,287.00000000000006
094ZTEFA,5443,70.0
0952TCAS,11777,210.00000000000003
098FBDIW,12084,287.00000000000006
0998XHUQ,17139,453.99999999999994
099MYABK,27188,269.00000000000006
09ABB2KM,35594,216.00000000000003
09ACSOXI,42397,140.00000000000003
09EBGS5O,16622,453.99999999999994
09FK0F66,28834,445.00000000000006
09FO9SIF,12097,172.00000000000006
09GH71NT,29543,445.00000000000006
09HD0YI6,10854,241.99999999999994
09HDGET4,13992,155.99999999999994
09ICDX5F,387,86.0
09KN9WSX,16584,453.99999999999994
09QHKQ3H,12179,148.0
09R2S2OL,4709,93.0
09RGV68E,8639,179.0
09TL2OK5,42303,140.00000000000003
09VA0UVS,3092,333.0000000000001
09VI40GE,5871,175.99999999999994
09Y4HKAU,35868,294.0000000000001
0A2WP5I1,20363,274.9999999999999
0A4IF5IE,3248,333.0000000000001
0A6JVNQ9,9506,244.99999999999991
0A8DLESC,3828,109.99999999999997
0A8KD8FR,36969,216.00000000000003
0A8PE7N8,4529,194.99999999999991
0A9G2GKR,7121,230.99999999999997
0ABI7YZI,15130,287.00000000000006
0ACL4GE4,16404,67.00000000000001
0AE9Q6S6,21097,126.99999999999997
0AEDU6N1,9857,244.99999999999991
0AEYILJW,11084,226.9034883453959
0AG26SV3,13060,287.00000000000006
0AGPSN7S,1513,100.00000000000003
0AHTK9PS,5215,118.00000000000003
0AI5NQ4I,6158,94.99999999999999
0AI9E4PW,5387,70.0
0AIPDFU5,28092,173.0
0AM4C382,13262,155.99999999999994
0AM4X31Y,21259,163.99999999999994
0AMMHKBP,16273,87.99999999999999
0ANE39OH,18605,118.00000000000003
0AQ7DKZ6,10396,241.99999999999994
0AQYJ1EI,27046,247.99999999999994
0ARUJQB7,6385,94.99999999999999
0ASRAPYL,5743,70.0
0AU00TTX,10820,241.99999999999994
0AU651JY,1919,87.99999999999999
0AU9KWV4,23445,212.00000000000009
0AVWYCBB,31108,207.99999999999997
0AWGGELS,13289,155.0
0AWU3268,8825,244.99999999999991
0B12FA6B,20898,2.0000000000000004
0B60J0B0,4045,109.00000000000004
0B63Q5F7,9480,244.99999999999991
0B6FX9T9,26353,260.00000000000006
0B6WF0WX,5515,70.0
0B8R48AD,13360,155.99999999999994
0B9FM9GX,5793,70.0
0BAAI1KB,6788,230.99999999999997
0BB04DMT,12325,2.0000000000000004
0BBC3M1E,12235,220.99999999999997
0BBJVG4P,3068,333.0000000000001
0BKL43RW,18482,118.00000000000003
0BKNTW7Q,11647,210.00000000000003
0BMO8WFV,8403,179.0
0BNLXS2Z,4696,134.00000000000003
0BWN88JF,8775,179.0
0BWOCKC6,1507,100.00000000000003
0BXQ02WU,2954,333.0000000000001
0BY9S4ZK,22713,202.99999999999994
0BYGZF96,4271,346.00000000000006
0C071KTQ,13828,155.0
0C70YT2B,17509,196.0
0C7RB75M,22064,298.99999999999994
0C9CRMMJ,19012,118.00000000000003
0CDEFI9H,9082,244.99999999999991
0CDHW765,13413,155.99999999999994
0CE9D959,16037,359.99999999999983
0CI4SI4U,11511,2.0000000000000004
0CN48HQE,5661,70.0
0CNGE3KT,5790,70.0
0CO2AVXL,17317,453.99999999999994
0CO7XZEU,8988,244.99999999999991
0CQJT8N0,7964,179.0
0CVYNVXH,9296,244.99999999999991
0CW8KLZU,2501,333.0000000000001
0CXUE2HD,5378,70.0
0D1HOPK2,3651,175.99999999999994
0D64D88H,11283,226.9034883453959
0D9F0TD9,5090,118.00000000000003
0D9IZIFT,13024,210.00000000000003
0DC8TSA5,3848,109.99999999999997
0DD04BRF,4671,194.99999999999991
0DG888MU,25091,235.0000000000001
0DI3QBKT,5797,70.0
0DI3T6U5,19515,298.99999999999994
0DLLL8UH,23037,270.00000000000006
0DLX021A,7101,230.99999999999997
0DN3JKCJ,14570,2.0000000000000004
0DP7XMAJ,8699,179.0
0DP8U15E,1130,112.00000000000003
0DRCYM0J,14552,87.99999999999999
0DRVBBI7,6709,230.99999999999997
0DS2NH54,13516,155.99999999999994
0DSCUCUN,5192,166.99999999999997
0DTN9JO2,22433,228.00000000000006
0DU6UMNT,5880,175.99999999999994
0DV1RV2Y,24192,247.99999999999994
0DZQHAHA,1393,71.0
0DZVAYFE,8623,179.0
0E4P9CH6,34776,256.00000000000006
0E59LA8R,25980,303.00000000000006
0E5GF7JE,10549,241.99999999999994
0E77FH2A,1624,100.00000000000003
0E9KE981,36843,216.00000000000003
0EBL7OIP,12920,124.00000000000004
0ECSCHK8,7304,230.99999999999997
0EGN4TI6,7602,179.0
0EHZPH02,6512,190.0
0EOML8AY,23124,212.00000000000009
0EPMV2PL,16162,287.00000000000006
0EQQTZFG,28894,279.9999999999999
0ER2DXIA,10277,241.99999999999994
0ER9P8R4,26838,269.00000000000006
0ES79T3E,3707,175.99999999999994
0EU893UQ,2442,333.0000000000001
0EV7KZI8,8497,179.0
0EWDOM3N,1364,97.99999999999999
0EWNWWE7,4014,114.00000000000001
0F14JZZL,44947,274.0000000000001
0F2TIPH4,23353,212.00000000000009
0F2YAMBK,9313,244.99999999999991
0F31OY9N,8004,179.0
0F32DM4P,14045,287.00000000000006
0F39YIXV,7592,179.0
0F3F2P6N,10490,241.99999999999994
0F3IEGY5,12333,2.0000000000000004
0F4OUTQK,6021,175.99999999999994
0F66FHX6,6662,207.99999999999997
0F7T6NPW,3089,333.0000000000001
0F7Y5KV9,24368,286.00000000000006
0F81KQKO,14857,155.99999999999994
0F8G2XIZ,24237,235.0000000000001
0FBL6UER,19995,274.9999999999999
0FCDKBBW,20283,274.9999999999999
0FCJHBJ9,31214,2.0000000000000004
0FDC4NKA,30298,207.99999999999997
0FE3S1QC,11576,172.00000000000006
0FFIUPND,15307,287.00000000000006
0FFMUNDJ,5878,175.99999999999994
0FGG8MU3,12010,287.00000000000006
0FGUQ7HW,11872,172.00000000000006
0FKAUY51,15328,186.00000000000003
0FKGDMSG,16373,67.00000000000001
0FLQCDSY,1827,87.99999999999999
0FLR4GM0,2656,333.0000000000001
0FN1UXFN,6591,207.99999999999997
0FSJ6V50,27432,247.99999999999994
0FTKGNYG,2499,333.0000000000001
0FTU1MGP,6891,230.99999999999997
0FWU5PWH,28270,445.00000000000006
0G0DXH8X,10122,244.99999999999991
0G2R5YHH,19036,118.00000000000003
0G3K45P7,9708,244.99999999999991
0G50TMTT,33090,233.00000000000006
0G7DJZ7Z,23679,212.00000000000009
0G8WHMFW,10383,241.99999999999994
0GEQHEB4,2825,333.0000000000001
0GEZH5JP,3832,109.99999999999997
0GFCXXW8,8073,179.0
0GFI9N0O,5673,70.0
0GGG0VIF,25300,335.0
0GIQNQAY,27411,2.0000000000000004
0GJ9TY1A,9223,244.99999999999991
0GKVFUX8,13513,287.00000000000006
0GKX2VG8,20503,274.9999999999999
0GLCFF1E,9473,244.99999999999991
0GM54HVH,3938,109.99999999999997
0GQDEOPT,19548,274.9999999999999
0GS96NVC,10244,241.99999999999994
0GUMANF3,22819,298.99999999999994
0GVQ6GDA,18658,118.00000000000003
0GX32ZYK,38232,367.0000000000001
0GZ0NQ1C,21145,163.99999999999994
0GZJUQF5,1213,97.99999999999999
0H0267E2,5369,70.0
0H05HF9Z,11779,172.00000000000006
0H0V9PGE,8498,179.0
0H1JSF93,3751,175.99999999999994
0H2K8H5A,5121,118.00000000000003
0H2M0GPF,22796,270.00000000000006
0H476IVM,22778,2.0000000000000004
0H55X7EW,12326,148.0
0H571I24,18693,118.00000000000003
0H73Z7V3,27793,311.00000000000006
0H7B3OOA,4431,194.99999999999991
0H7S3SYH,12056,148.0
0H8DF8L6,21127,126.99999999999997
0HB5PT8X,3641,175.99999999999994
0HB7X2JF,3945,109.99999999999997
0HCIXYSU,35535,294.0000000000001
0HD9HP9E,3015,333.0000000000001
0HDI2U1Q,6509,186.00000000000003
0HECDM05,22785,298.99999999999994
0HEL6PGY,7787,179.0
0HF43PYC,13935,176.99999999999997
0HF5O4OD,1534,100.00000000000003
0HFMMLDA,14514,287.00000000000006
0HIT4TTP,947,61.00000000000001
0HJF0URK,1060,112.00000000000003
0HLIVTMS,4523,134.00000000000003
0HLNUPLT,11961,148.0
0HLXE3ZI,1179,112.00000000000003
0HMQIYPM,764,54.000000000000014
0HP4365G,24992,247.99999999999994
0HPUVRU8,2647,333.0000000000001
0HRHNMC1,4709,93.0
0HS7X6R3,17694,258.99999999999994
0HSIBPMO,5901,175.99999999999994
0HUPWY82,2201,333.0000000000001
0HVD5VWB,6868,230.99999999999997
0HWOHRY8,9605,244.99999999999991
0HX8FONP,20636,274.9999999999999
0HYSNU1Y,12836,287.00000000000006
0HYZ05WZ,13723,155.0
0HZ5MYJI,13705,155.0
0I1GMGVC,20777,2.0000000000000004
0I2F3J3O,18321,118.00000000000003
0I2QHXK3,3355,175.99999999999994
0I6CJP0F,10147,244.99999999999991
0I6PT1F1,19065,118.00000000000003
0I7HN3J7,239,21.000000000000004
0IB5XMZJ,13806,155.0
0IB7COLW,8637,179.0
0ICRYA80,3131,333.0000000000001
0IFFESB6,22934,212.00000000000009
0IFP7ROO,23773,128.99999999999997
0IG2BR5T,12868,124.00000000000004
0IG9FW38,4278,148.99999999999997
0IIRYE9Z,4107,109.00000000000004
0IJ2NOPG,17203,453.99999999999994
0IJA3J1O,6451,142.17821063276358
0IJJP2W3,28108,279.9999999999999
0IK6A7XF,23659,298.99999999999994
0ILOGGJ8,9295,244.99999999999991
0IP99PK0,12678,220.99999999999997
0IPVBHDD,22865,2.0000000000000004
0ISE3PJ3,4064,109.00000000000004
0ISSSQG7,12385,287.00000000000006
0IV46QD0,21792,166.00000000000006
0IVAXTUN,5082,114.00000000000001
0IWSCWLO,7490,179.0
0IZS3VNH,5529,70.0
0J0ZCHXP,4794,194.99999999999991
0J3EYUHR,5934,175.99999999999994
0J3KJ2KH,8456,179.0
0J3L55NC,7209,230.99999999999997
0J3UJKSU,36778,256.00000000000006
0J41THTB,5668,70.0
0J5AEO2M,18996,118.00000000000003
0J6E7LY8,2447,333.0000000000001
0J7J4HNN,14250,186.00000000000003
0J7SLEKF,5502,70.0
0J8MPAV6,3405,175.99999999999994
0JACFL3V,31198,298.99999999999994
0JBFE2PH,18615,118.00000000000003
0JEP0R2S,6626,207.99999999999997
0JG91C9W,23855,2.0000000000000004
0JGK1LQK,13577,155.99999999999994
0JJXUGLY,22982,212.00000000000009
0JK4DKKE,23590,212.00000000000009
0JNDEHDI,25203,247.99999999999994
0JQ1M3AS,21862,298.99999999999994
0JROFAWV,8793,244.99999999999991
0JSE3S33,25247,335.0
0JURW1M2,13962,287.00000000000006
0JVCZVZZ,6996,230.99999999999997
0JW5IRCD,3591,175.99999999999994
0JX5IMZC,6567,207.99999999999997
0JY8MTVX,5418,70.0
0JZGJF2D,26537,2.0000000000000004
0K2ABY91,5149,118.00000000000003
0K2QREUZ,7089,230.99999999999997
0K4MZ4QN,17687,258.99999999999994
0K4RAYK7,27150,269.00000000000006
0K6SGE6G,9115,244.99999999999991
0K8P60CM,27901,445.00000000000006
0K90YW84,35868,294.0000000000001
0K9FWGLI,4824,194.99999999999991
0KDJ6K10,13667,287.00000000000006
0KGC679Q,13021,153.00000000000006
0KGQCL5R,25425,335.0
0KI9HYG3,19354,274.9999999999999
0KJCEX6I,6877,230.99999999999997
0KKDP0S8,39089,216.00000000000003
0KKJZ9EJ,16228,287.00000000000006
0KKVTTVE,6051,87.00000000000003
0KLK0W38,13841,287.00000000000006
0KLRUX4Q,2826,333.0000000000001
0KMT21YT,11317,118.99999999999997
0KONO2P9,32462,227.00000000000006
0KQDFCE5,3807,170.00000000000009
0KRN4ICF,2439,333.0000000000001
0KRPNGJ2,7368,230.99999999999997
0KRWOMT1,11947,148.0
0KS8LWPF,20246,274.9999999999999
0KTHUG0G,1508,100.00000000000003
0KU5XDFJ,19015,118.00000000000003
0KUMMHLI,23405,212.00000000000009
0KUR4RQB,2575,333.0000000000001
0KUVT3SB,4119,109.00000000000004
0KWKI6UJ,7034,230.99999999999997
0KXIGL0U,6518,142.17821063276358
0KZDTQU7,25071,247.99999999999994
0L0IZGEA,31690,173.0
0L1WJ4BQ,5193,118.00000000000003
0L208L73,26290,247.99999999999994
0L2ZLCB5,4663,194.99999999999991
0L5YHAEE,7204,230.99999999999997
0L64XSR5,19050,118.00000000000003
0L808MT7,8456,179.0
0L92ADVW,14112,155.99999999999994
0LAG7IF5,8418,179.0
0LBEWH0Q,8585,179.0
0LCO8R6F,27054,269.00000000000006
0LDKXA7U,636,86.0
0LDMC39Z,14457,186.00000000000003
0LG5RNGJ,6951,230.99999999999997
0LJJ6ZOA,25352,335.0
0LOXO57T,18357,118.00000000000003
0LPHF5OO,1519,100.00000000000003
0LSTM065,9364,244.99999999999991
0LU3S5A6,18744,118.00000000000003
0LVGJ7LG,17059,453.99999999999994
0LXYT7M5,7597,179.0
0LZ1G793,16064,162.0
0LZY1AOV,10950,2.0000000000000004
0M0RCT4F,16887,453.99999999999994
0M11OXUX,26256,269.00000000000006
0M21TB5L,16531,453.99999999999994
0M2I19CG,6080,94.99999999999999
0M3KH0K2,16276,162.0
0M4MEXQY,1622,100.00000000000003
0M5LM9DF,27003,269.00000000000006
0M6AK6K5,30224,298.99999999999994
0M6RLZJF,7024,230.99999999999997
0MAQFD7O,21529,298.99999999999994
0MAY8KTF,18827,118.00000000000003
0MCG8OFD,29665,173.0
0MCOGPIW,4401,194.99999999999991
0MDNCOFC,2745,333.0000000000001
0MEMYPK6,5147,118.00000000000003
0MFGMWW9,19663,274.9999999999999
0MLJP87V,22046,166.00000000000006
0MOAF70I,16208,287.00000000000006
0MSUBBY0,8712,179.0
0MSZTHLX,30694,298.99999999999994
0MUA3H1C,59,6.999999999999998
0MUAXF2M,8490,179.0
0MVUM3PV,828,80.00000000000003
0MX7XDGN,18828,2.0000000000000004
0MY2XGNV,12671,287.00000000000006
0N06B6ND,5565,70.0
0N0O8ZV3,8454,179.0
0N3GPV5V,22708,202.99999999999994
0N4L67XT,8768,179.0
0N7R6SAE,4308,148.99999999999997
0N8D4KGF,8805,244.99999999999991
0N93FQLM,21792,166.00000000000006
0N98W33B,27749,279.9999999999999
0NBJAU64,9567,244.99999999999991
0NBSKQSQ,16884,453.99999999999994
0NBT7ZL4,9242,244.99999999999991
0NCSDZG9,12586,172.00000000000006
0NE8EBIJ,18203,118.00000000000003
0NEQIO3I,3022,333.0000000000001
0NH1YEA7,38246,328.0
0NI97JOT,7125,230.99999999999997
0NJVAOBK,11651,188.7910907901608
0NKL6OCH,275,3.0
0NKP7POR,20416,274.9999999999999
0NKXJ6EX,17122,453.99999999999994
0NLCUQ3W,17512,196.0
0NLUTG93,2429,333.0000000000001
0NNGPBTO,18707,118.00000000000003
0NP1003J,11536,148.0
0NRNFM4G,2789,333.0000000000001
0NSDUFH3,5675,70.0
0NT8OZBY,19917,274.9999999999999
0NU6EIXV,4987,194.99999999999991
0NWQ9PEL,3607,175.99999999999994
0NX70HQO,4709,194.99999999999991
0NXBHIAP,13227,155.0
0NXS6CZD,6828,230.99999999999997
0NXSLFKB,4965,194.99999999999991
0NZSLWO7,8658,179.0
0O12G7SG,10857,241.99999999999994
0O14JQL3,10482,241.99999999999994
0O1O8CAQ,7574,179.0
0O1RZ721,24382,286.00000000000006
0O2K0NR2,16154,287.00000000000006
0O3FXM0T,10408,241.99999999999994
0O3T1JPZ,15339,2.0000000000000004
0O641TAR,10625,241.99999999999994
0O6AJ60E,189,21.000000000000004
0O6SE9AG,3300,333.0000000000001
0O9LOPNE,520,86.0
0OB3XIXL,10031,244.99999999999991
0OC0BOBO,13703,155.0
0OG1ORRK,22791,202.99999999999994
0OIKLN7X,22776,202.99999999999994
0OJDCR8R,1147,112.00000000000003
0OKQ03FF,35385,256.00000000000006
0OMU5QWN,6330,186.00000000000003
0ONKKXV3,4594,194.99999999999991
0OZ27UOS,25126,2.0000000000000004
0OZ2S3PQ,37032,328.0
0OZ34KBF,15682,287.00000000000006
0OZIG2KC,2125,87.99999999999999
0P0JFC7O,22507,128.99999999999997
0P0OLL05,11644,172.00000000000006
0P1VGGO0,3933,109.99999999999997
0P2QET30,9200,244.99999999999991
0P3SCHUI,13613,155.99999999999994
0P4XLX7Y,11024,2.0000000000000004
0P5ITG3J,10865,241.99999999999994
0P6Z9K6O,15721,185.00000000000009
0P7W1HLO,16375,67.00000000000001
0P9ZKYFE,4355,158.0
0PBGQS1V,13360,155.99999999999994
0PBS6JPC,6152,93.0
0PC3FKKY,24905,247.99999999999994
0PCNEYTJ,19665,274.9999999999999
0PENE8KG,10723,241.99999999999994
0PFDXSER,6176,142.17821063276358
0PGHJ4F0,7493,179.0
0PHG500X,5180,118.00000000000003
0PI5867H,9116,244.99999999999991
0PIJ5C2G,9964,244.99999999999991
0PJXC3PP,29870,173.0
0PS2WNLZ,14772,178.0
0PSEKQO8,17786,258.99999999999994
0PTVUVZS,21597,166.00000000000006
0PWK2FYK,35644,294.0000000000001
0PYNSMMX,21533,298.99999999999994
0Q199J62,29200,445.00000000000006
0Q4FZ7V4,11655,172.00000000000006
0Q4XUDC2,5983,175.99999999999994
0Q6LLSSG,19284,274.9999999999999
0Q70RMOQ,5776,70.0
0Q7PU4VS,29095,445.00000000000006
0Q8KURPT,682,37.99999999999999
0Q96MJGX,19311,274.9999999999999
0QA4LWNM,14543,2.0000000000000004
0QC9PPD7,23217,212.00000000000009
0QCKIQDS,19096,274.9999999999999
0QCZDN6F,38826,216.00000000000003
0QDPDAHR,29263,279.9999999999999
0QDTI33I,1877,87.99999999999999
0QH1Y4YC,6491,142.17821063276358
0QJ8PZ31,17655,258.99999999999994
0QJ94WPK,9924,244.99999999999991
0QKD2ZW5,765,54.000000000000014
0QLR672E,29036,445.00000000000006
0QN466PB,9001,244.99999999999991
0QO40BNN,13313,155.0
0QOKSZ66,18717,118.00000000000003
0QU1U92E,10563,241.99999999999994
0QV22TGI,2759,333.0000000000001
0R0K9MYK,5192,166.99999999999997
0R0Z5YPV,10786,241.99999999999994
0R1S26EI,6894,230.99999999999997
0R301I9W,8994,244.99999999999991
0R3FOOCT,12735,148.0
0R3OF7FU,13664,155.99999999999994
0R5G62LL,2750,333.0000000000001
0R7U9O38,9425,244.99999999999991
0R93UC2Y,16090,359.99999999999983
0RA6YHBJ,12607,210.00000000000003
0RATHRN5,24172,286.00000000000006
0RC207L4,7880,179.0
0RDD6KVR,18539,118.00000000000003
0RE2U2O0,6984,230.99999999999997
0RF8PFHX,28050,279.9999999999999
0RFWXLDF,3062,333.0000000000001
0RI0UE1W,12059,220.99999999999997
0RICOXPT,14544,155.99999999999994
0RIT0MYS,1423,71.0
0RJ80UH7,23,8.000000000000002
0RJQYMAR,16,3.0
0RKBPXXR,19726,2.0000000000000004
